problem,n,init_id,direction,linesearch,iterations,nfev,ngev,cpu_time_sec,success,reason,maxIter,tol,gradTol,alphamax,rho,sigma,delta,hz_mu,hz_c,hz_ita
"SLCDT2",10,2,"sd","qwolfe",172,352,258,0.374,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,3,"sd","qwolfe",173,354,259,0.376,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,4,"sd","qwolfe",174,356,261,0.378,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,5,"sd","qwolfe",175,358,262,0.38,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,6,"sd","qwolfe",176,360,264,0.382,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,7,"sd","qwolfe",177,362,265,0.384,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,8,"sd","qwolfe",178,364,267,0.386,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,9,"sd","qwolfe",179,366,268,0.388,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,10,"sd","qwolfe",170,348,255,0.37,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,11,"sd","qwolfe",171,350,256,0.372,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,12,"sd","qwolfe",172,352,258,0.374,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,13,"sd","qwolfe",173,354,259,0.376,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,14,"sd","qwolfe",174,356,261,0.378,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,15,"sd","qwolfe",175,358,262,0.38,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,16,"sd","qwolfe",176,360,264,0.382,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,17,"sd","qwolfe",177,362,265,0.384,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,18,"sd","qwolfe",178,364,267,0.386,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,19,"sd","qwolfe",179,366,268,0.388,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,20,"sd","qwolfe",170,348,255,0.37,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,1,"prp","qwolfe",191,420,305,0.422,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,2,"prp","qwolfe",192,422,307,0.424,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,3,"prp","qwolfe",193,424,308,0.426,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,4,"prp","qwolfe",194,426,310,0.428,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,5,"prp","qwolfe",195,429,312,0.43,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,6,"prp","qwolfe",196,431,313,0.432,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,7,"prp","qwolfe",197,433,315,0.434,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,8,"prp","qwolfe",198,435,316,0.436,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,9,"prp","qwolfe",199,437,318,0.438,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,10,"prp","qwolfe",190,418,304,0.42,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,11,"prp","qwolfe",191,420,305,0.422,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,12,"prp","qwolfe",192,422,307,0.424,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,13,"prp","qwolfe",193,424,308,0.426,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,14,"prp","qwolfe",194,426,310,0.428,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,15,"prp","qwolfe",195,429,312,0.43,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,16,"prp","qwolfe",196,431,313,0.432,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,17,"prp","qwolfe",197,433,315,0.434,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,18,"prp","qwolfe",198,435,316,0.436,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,19,"prp","qwolfe",199,437,318,0.438,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,20,"prp","qwolfe",190,418,304,0.42,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,1,"sd","dwolfe1",211,495,358,0.472,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,2,"sd","dwolfe1",212,498,360,0.474,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,3,"sd","dwolfe1",213,500,362,0.476,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,4,"sd","dwolfe1",214,502,363,0.478,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,5,"sd","dwolfe1",215,505,365,0.48,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,6,"sd","dwolfe1",216,507,367,0.482,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,7,"sd","dwolfe1",217,509,368,0.484,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,8,"sd","dwolfe1",218,512,370,0.486,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,9,"sd","dwolfe1",219,514,372,0.488,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,10,"sd","dwolfe1",210,493,357,0.47,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,11,"sd","dwolfe1",211,495,358,0.472,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,12,"sd","dwolfe1",212,498,360,0.474,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,13,"sd","dwolfe1",213,500,362,0.476,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,14,"sd","dwolfe1",214,502,363,0.478,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,15,"sd","dwolfe1",215,505,365,0.48,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,16,"sd","dwolfe1",216,507,367,0.482,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,17,"sd","dwolfe1",217,509,368,0.484,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,18,"sd","dwolfe1",218,512,370,0.486,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,19,"sd","dwolfe1",219,514,372,0.488,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",10,20,"sd","dwolfe1",,,,,0,"no_progress",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,1,"hz","dwolfe1",121,211,157,0.494,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,2,"hz","dwolfe1",122,213,158,0.498,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,3,"hz","dwolfe1",123,215,159,0.502,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,4,"hz","dwolfe1",124,217,161,0.506,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,5,"hz","dwolfe1",125,218,162,0.51,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,6,"hz","dwolfe1",126,220,163,0.514,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,7,"hz","dwolfe1",127,222,165,0.518,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,8,"hz","dwolfe1",128,224,166,0.522,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,9,"hz","dwolfe1",129,225,167,0.526,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,10,"hz","dwolfe1",120,210,156,0.49,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,11,"hz","dwolfe1",121,211,157,0.494,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,12,"hz","dwolfe1",122,213,158,0.498,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,13,"hz","dwolfe1",123,215,159,0.502,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,14,"hz","dwolfe1",124,217,161,0.506,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,15,"hz","dwolfe1",125,218,162,0.51,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,16,"hz","dwolfe1",126,220,163,0.514,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,17,"hz","dwolfe1",127,222,165,0.518,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,18,"hz","dwolfe1",128,224,166,0.522,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,19,"hz","dwolfe1",129,225,167,0.526,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,20,"hz","dwolfe1",120,210,156,0.49,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,1,"hz","dwolfe2",141,267,197,0.584,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,2,"hz","dwolfe2",142,269,198,0.588,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,3,"hz","dwolfe2",143,271,200,0.592,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,4,"hz","dwolfe2",144,273,201,0.596,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,5,"hz","dwolfe2",145,275,203,0.6,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,6,"hz","dwolfe2",146,277,204,0.604,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,7,"hz","dwolfe2",147,279,205,0.608,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,8,"hz","dwolfe2",148,281,207,0.612,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,9,"hz","dwolfe2",149,283,208,0.616,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,10,"hz","dwolfe2",140,266,196,0.58,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,11,"hz","dwolfe2",141,267,197,0.584,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,12,"hz","dwolfe2",142,269,198,0.588,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,13,"hz","dwolfe2",143,271,200,0.592,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,14,"hz","dwolfe2",144,273,201,0.596,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,15,"hz","dwolfe2",145,275,203,0.6,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,16,"hz","dwolfe2",146,277,204,0.604,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,17,"hz","dwolfe2",147,279,205,0.608,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,18,"hz","dwolfe2",148,281,207,0.612,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,19,"hz","dwolfe2",149,283,208,0.616,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,20,"hz","dwolfe2",140,266,196,0.58,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,1,"sd","qwolfe",191,391,286,0.794,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,2,"sd","qwolfe",192,393,288,0.798,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,3,"sd","qwolfe",193,395,289,0.802,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,4,"sd","qwolfe",194,397,291,0.806,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,5,"sd","qwolfe",195,399,292,0.81,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,6,"sd","qwolfe",196,401,294,0.814,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,7,"sd","qwolfe",197,403,295,0.818,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,8,"sd","qwolfe",198,405,297,0.822,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,9,"sd","qwolfe",199,407,298,0.826,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,10,"sd","qwolfe",190,389,285,0.79,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,11,"sd","qwolfe",191,391,286,0.794,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,12,"sd","qwolfe",192,393,288,0.798,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,13,"sd","qwolfe",193,395,289,0.802,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,14,"sd","qwolfe",194,397,291,0.806,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,15,"sd","qwolfe",195,399,292,0.81,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,16,"sd","qwolfe",196,401,294,0.814,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,17,"sd","qwolfe",197,403,295,0.818,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,18,"sd","qwolfe",198,405,297,0.822,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,19,"sd","qwolfe",199,407,298,0.826,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,20,"sd","qwolfe",190,389,285,0.79,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,1,"prp","qwolfe",211,464,337,0.884,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,2,"prp","qwolfe",212,466,339,0.888,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,3,"prp","qwolfe",213,468,340,0.892,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,4,"prp","qwolfe",214,470,342,0.896,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,5,"prp","qwolfe",215,473,344,0.9,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,6,"prp","qwolfe",216,475,345,0.904,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,7,"prp","qwolfe",217,477,347,0.908,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,8,"prp","qwolfe",218,479,348,0.912,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,9,"prp","qwolfe",219,481,350,0.916,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,10,"prp","qwolfe",210,462,336,0.88,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,11,"prp","qwolfe",211,464,337,0.884,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,12,"prp","qwolfe",212,466,339,0.888,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,13,"prp","qwolfe",213,468,340,0.892,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,14,"prp","qwolfe",214,470,342,0.896,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,15,"prp","qwolfe",215,473,344,0.9,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,16,"prp","qwolfe",216,475,345,0.904,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,17,"prp","qwolfe",217,477,347,0.908,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,18,"prp","qwolfe",218,479,348,0.912,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,19,"prp","qwolfe",219,481,350,0.916,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,20,"prp","qwolfe",210,462,336,0.88,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,1,"sd","dwolfe1",231,542,392,0.974,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,2,"sd","dwolfe1",232,545,394,0.978,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,3,"sd","dwolfe1",233,547,396,0.982,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,4,"sd","dwolfe1",234,549,397,0.986,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,5,"sd","dwolfe1",235,552,399,0.99,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,6,"sd","dwolfe1",236,554,401,0.994,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,7,"sd","dwolfe1",237,556,402,0.998,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,8,"sd","dwolfe1",238,559,404,1.002,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,9,"sd","dwolfe1",239,561,406,1.006,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,10,"sd","dwolfe1",230,540,391,0.97,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,11,"sd","dwolfe1",231,542,392,0.974,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,12,"sd","dwolfe1",232,545,394,0.978,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,13,"sd","dwolfe1",233,547,396,0.982,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,14,"sd","dwolfe1",234,549,397,0.986,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,15,"sd","dwolfe1",235,552,399,0.99,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,16,"sd","dwolfe1",236,554,401,0.994,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,17,"sd","dwolfe1",237,556,402,0.998,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,18,"sd","dwolfe1",238,559,404,1.002,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,19,"sd","dwolfe1",239,561,406,1.006,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"SLCDT2",20,20,"sd","dwolfe1",,,,,0,"no_progress",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,1,"hz","dwolfe1",101,176,131,0.111,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,2,"hz","dwolfe1",102,178,132,0.112,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,3,"hz","dwolfe1",103,180,133,0.113,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,4,"hz","dwolfe1",104,182,135,0.114,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,5,"hz","dwolfe1",105,183,136,0.115,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,6,"hz","dwolfe1",106,185,137,0.116,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,7,"hz","dwolfe1",107,187,139,0.117,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,8,"hz","dwolfe1",108,189,140,0.118,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,9,"hz","dwolfe1",109,190,141,0.119,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,10,"hz","dwolfe1",100,175,130,0.11,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,11,"hz","dwolfe1",101,176,131,0.111,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,12,"hz","dwolfe1",102,178,132,0.112,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,13,"hz","dwolfe1",103,180,133,0.113,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,14,"hz","dwolfe1",104,182,135,0.114,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,15,"hz","dwolfe1",105,183,136,0.115,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,16,"hz","dwolfe1",106,185,137,0.116,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,17,"hz","dwolfe1",107,187,139,0.117,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,18,"hz","dwolfe1",108,189,140,0.118,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,19,"hz","dwolfe1",109,190,141,0.119,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,20,"hz","dwolfe1",100,175,130,0.11,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,1,"hz","dwolfe2",121,229,169,0.141,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,2,"hz","dwolfe2",122,231,170,0.142,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,3,"hz","dwolfe2",123,233,172,0.143,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,4,"hz","dwolfe2",124,235,173,0.144,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,5,"hz","dwolfe2",125,237,175,0.145,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,6,"hz","dwolfe2",126,239,176,0.146,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"BK1",5,7,"hz","dwolfe2",127,241,177,0.147,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
